Lokalizacja,Płeć,Wiek,Populacja
STOGI,kobiety,59,90
STOGI,mężczyźni,59,85
STRZYŻA,kobiety,59,36
STRZYŻA,mężczyźni,59,40
SUCHANINO,kobiety,59,65
SUCHANINO,mężczyźni,59,62
ŚRÓDMIEŚCIE,kobiety,59,238
ŚRÓDMIEŚCIE,mężczyźni,59,190
UJEŚCISKO-ŁOSTOWICE,kobiety,59,119
UJEŚCISKO-ŁOSTOWICE,mężczyźni,59,110
VII DWÓR,kobiety,59,23
VII DWÓR,mężczyźni,59,12
WRZESZCZ DOLNY,kobiety,59,193
WRZESZCZ DOLNY,mężczyźni,59,186
WRZESZCZ GÓRNY,kobiety,59,174
WRZESZCZ GÓRNY,mężczyźni,59,148
WYSPA SOBIESZEWSKA,kobiety,59,31
WYSPA SOBIESZEWSKA,mężczyźni,59,28
WZGÓRZE MICKIEWICZA,kobiety,59,21
WZGÓRZE MICKIEWICZA,mężczyźni,59,17
ZASPA MŁYNIEC,kobiety,59,50
ZASPA MŁYNIEC,mężczyźni,59,51
ZASPA ROZSTAJE,kobiety,59,70
ZASPA ROZSTAJE,mężczyźni,59,44
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,59,83
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,59,78
GDAŃSK,kobiety,59,2983
GDAŃSK,mężczyźni,59,2533
ANIOŁKI,kobiety,60,43
ANIOŁKI,mężczyźni,60,37
BRĘTOWO,kobiety,60,56
BRĘTOWO,mężczyźni,60,34
BRZEŹNO,kobiety,60,115
BRZEŹNO,mężczyźni,60,90
CHEŁM,kobiety,60,378
CHEŁM,mężczyźni,60,272
JASIEŃ,kobiety,60,81
JASIEŃ,mężczyźni,60,61
KOKOSZKI,kobiety,60,59
KOKOSZKI,mężczyźni,60,54
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,60,20
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,60,14
LETNICA,kobiety,60,10
LETNICA,mężczyźni,60,8
MATARNIA,kobiety,60,64
MATARNIA,mężczyźni,60,48
MŁYNISKA,kobiety,60,17
MŁYNISKA,mężczyźni,60,15
NOWY PORT,kobiety,60,92
NOWY PORT,mężczyźni,60,61
OLIWA,kobiety,60,141
OLIWA,mężczyźni,60,108
OLSZYNKA,kobiety,60,24
OLSZYNKA,mężczyźni,60,26
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,60,111
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,60,91
OSOWA,kobiety,60,81
OSOWA,mężczyźni,60,79
PIECKIIGOWO,kobiety,60,149
PIECKIIGOWO,mężczyźni,60,116
PRZERÓBKA,kobiety,60,44
PRZERÓBKA,mężczyźni,60,32
PRZYMORZE MAŁE,kobiety,60,137
PRZYMORZE MAŁE,mężczyźni,60,110
PRZYMORZE WIELKIE,kobiety,60,150
PRZYMORZE WIELKIE,mężczyźni,60,124
RUDNIKI,kobiety,60,9
RUDNIKI,mężczyźni,60,14
SIEDLCE,kobiety,60,131
SIEDLCE,mężczyźni,60,103
STOGI,kobiety,60,101
STOGI,mężczyźni,60,108
STRZYŻA,kobiety,60,46
STRZYŻA,mężczyźni,60,42
SUCHANINO,kobiety,60,79
SUCHANINO,mężczyźni,60,70
ŚRÓDMIEŚCIE,kobiety,60,242
ŚRÓDMIEŚCIE,mężczyźni,60,210
UJEŚCISKO-ŁOSTOWICE,kobiety,60,148
UJEŚCISKO-ŁOSTOWICE,mężczyźni,60,103
VII DWÓR,kobiety,60,25
VII DWÓR,mężczyźni,60,14
WRZESZCZ DOLNY,kobiety,60,228
WRZESZCZ DOLNY,mężczyźni,60,169
WRZESZCZ GÓRNY,kobiety,60,205
WRZESZCZ GÓRNY,mężczyźni,60,176
WYSPA SOBIESZEWSKA,kobiety,60,39
WYSPA SOBIESZEWSKA,mężczyźni,60,29
WZGÓRZE MICKIEWICZA,kobiety,60,18
WZGÓRZE MICKIEWICZA,mężczyźni,60,13
ZASPA MŁYNIEC,kobiety,60,71
ZASPA MŁYNIEC,mężczyźni,60,44
ZASPA ROZSTAJE,kobiety,60,77
ZASPA ROZSTAJE,mężczyźni,60,49
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,60,103
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,60,88
GDAŃSK,kobiety,60,3294
GDAŃSK,mężczyźni,60,2612
ANIOŁKI,kobiety,61,54
ANIOŁKI,mężczyźni,61,43
BRĘTOWO,kobiety,61,60
BRĘTOWO,mężczyźni,61,41
BRZEŹNO,kobiety,61,111
BRZEŹNO,mężczyźni,61,83
CHEŁM,kobiety,61,430
CHEŁM,mężczyźni,61,270
JASIEŃ,kobiety,61,74
JASIEŃ,mężczyźni,61,64
KOKOSZKI,kobiety,61,68
KOKOSZKI,mężczyźni,61,52
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,61,17
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,61,21
LETNICA,kobiety,61,11
LETNICA,mężczyźni,61,5
MATARNIA,kobiety,61,45
MATARNIA,mężczyźni,61,41
MŁYNISKA,kobiety,61,29
MŁYNISKA,mężczyźni,61,21
NOWY PORT,kobiety,61,108
NOWY PORT,mężczyźni,61,81
OLIWA,kobiety,61,137
OLIWA,mężczyźni,61,115
OLSZYNKA,kobiety,61,32
OLSZYNKA,mężczyźni,61,26
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,61,118
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,61,116
OSOWA,kobiety,61,87
OSOWA,mężczyźni,61,106
PIECKIIGOWO,kobiety,61,168
PIECKIIGOWO,mężczyźni,61,107
PRZERÓBKA,kobiety,61,36
PRZERÓBKA,mężczyźni,61,32
PRZYMORZE MAŁE,kobiety,61,113
PRZYMORZE MAŁE,mężczyźni,61,111
PRZYMORZE WIELKIE,kobiety,61,184
PRZYMORZE WIELKIE,mężczyźni,61,137
RUDNIKI,kobiety,61,19
RUDNIKI,mężczyźni,61,8
SIEDLCE,kobiety,61,139
SIEDLCE,mężczyźni,61,114
STOGI,kobiety,61,87
STOGI,mężczyźni,61,93
STRZYŻA,kobiety,61,49
STRZYŻA,mężczyźni,61,39
SUCHANINO,kobiety,61,91
SUCHANINO,mężczyźni,61,63
ŚRÓDMIEŚCIE,kobiety,61,287
ŚRÓDMIEŚCIE,mężczyźni,61,226
UJEŚCISKO-ŁOSTOWICE,kobiety,61,128
UJEŚCISKO-ŁOSTOWICE,mężczyźni,61,111
VII DWÓR,kobiety,61,24
VII DWÓR,mężczyźni,61,23
WRZESZCZ DOLNY,kobiety,61,256
WRZESZCZ DOLNY,mężczyźni,61,201
WRZESZCZ GÓRNY,kobiety,61,219
WRZESZCZ GÓRNY,mężczyźni,61,183
WYSPA SOBIESZEWSKA,kobiety,61,25
WYSPA SOBIESZEWSKA,mężczyźni,61,31
WZGÓRZE MICKIEWICZA,kobiety,61,27
WZGÓRZE MICKIEWICZA,mężczyźni,61,18
ZASPA MŁYNIEC,kobiety,61,75
ZASPA MŁYNIEC,mężczyźni,61,39
ZASPA ROZSTAJE,kobiety,61,87
ZASPA ROZSTAJE,mężczyźni,61,43
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,61,124
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,61,86
GDAŃSK,kobiety,61,3519
GDAŃSK,mężczyźni,61,2750
ANIOŁKI,kobiety,62,45
ANIOŁKI,mężczyźni,62,36
BRĘTOWO,kobiety,62,84
BRĘTOWO,mężczyźni,62,55
BRZEŹNO,kobiety,62,113
BRZEŹNO,mężczyźni,62,101
CHEŁM,kobiety,62,446
CHEŁM,mężczyźni,62,295
JASIEŃ,kobiety,62,67
JASIEŃ,mężczyźni,62,64
KOKOSZKI,kobiety,62,52
KOKOSZKI,mężczyźni,62,57
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,62,20
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,62,18
LETNICA,kobiety,62,12
LETNICA,mężczyźni,62,14
MATARNIA,kobiety,62,64
MATARNIA,mężczyźni,62,69
MŁYNISKA,kobiety,62,28
MŁYNISKA,mężczyźni,62,18
NOWY PORT,kobiety,62,123
NOWY PORT,mężczyźni,62,76
OLIWA,kobiety,62,134
OLIWA,mężczyźni,62,125
OLSZYNKA,kobiety,62,32
OLSZYNKA,mężczyźni,62,32
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,62,125
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,62,102
OSOWA,kobiety,62,104
OSOWA,mężczyźni,62,82
PIECKIIGOWO,kobiety,62,181
PIECKIIGOWO,mężczyźni,62,107
PRZERÓBKA,kobiety,62,40
PRZERÓBKA,mężczyźni,62,39
PRZYMORZE MAŁE,kobiety,62,119
PRZYMORZE MAŁE,mężczyźni,62,100
PRZYMORZE WIELKIE,kobiety,62,160
PRZYMORZE WIELKIE,mężczyźni,62,115
RUDNIKI,kobiety,62,14
RUDNIKI,mężczyźni,62,11
SIEDLCE,kobiety,62,137
SIEDLCE,mężczyźni,62,111
STOGI,kobiety,62,100
STOGI,mężczyźni,62,79
STRZYŻA,kobiety,62,56
STRZYŻA,mężczyźni,62,37
SUCHANINO,kobiety,62,88
SUCHANINO,mężczyźni,62,72
ŚRÓDMIEŚCIE,kobiety,62,293
ŚRÓDMIEŚCIE,mężczyźni,62,262
UJEŚCISKO-ŁOSTOWICE,kobiety,62,127
UJEŚCISKO-ŁOSTOWICE,mężczyźni,62,121
VII DWÓR,kobiety,62,19
VII DWÓR,mężczyźni,62,21
WRZESZCZ DOLNY,kobiety,62,218
WRZESZCZ DOLNY,mężczyźni,62,184
WRZESZCZ GÓRNY,kobiety,62,226
WRZESZCZ GÓRNY,mężczyźni,62,175
WYSPA SOBIESZEWSKA,kobiety,62,29
WYSPA SOBIESZEWSKA,mężczyźni,62,32
WZGÓRZE MICKIEWICZA,kobiety,62,21
WZGÓRZE MICKIEWICZA,mężczyźni,62,22
ZASPA MŁYNIEC,kobiety,62,93
ZASPA MŁYNIEC,mężczyźni,62,43
ZASPA ROZSTAJE,kobiety,62,106
ZASPA ROZSTAJE,mężczyźni,62,50
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,62,112
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,62,83
GDAŃSK,kobiety,62,3588
GDAŃSK,mężczyźni,62,2808
ANIOŁKI,kobiety,63,46
ANIOŁKI,mężczyźni,63,27
BRĘTOWO,kobiety,63,103
BRĘTOWO,mężczyźni,63,55
BRZEŹNO,kobiety,63,104
BRZEŹNO,mężczyźni,63,83
CHEŁM,kobiety,63,547
CHEŁM,mężczyźni,63,369
JASIEŃ,kobiety,63,78
JASIEŃ,mężczyźni,63,55
KOKOSZKI,kobiety,63,62
KOKOSZKI,mężczyźni,63,55
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,63,22
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,63,15
LETNICA,kobiety,63,11
LETNICA,mężczyźni,63,11
MATARNIA,kobiety,63,49
MATARNIA,mężczyźni,63,56
MŁYNISKA,kobiety,63,25
MŁYNISKA,mężczyźni,63,21
NOWY PORT,kobiety,63,109
NOWY PORT,mężczyźni,63,86
OLIWA,kobiety,63,149
OLIWA,mężczyźni,63,116
OLSZYNKA,kobiety,63,29
OLSZYNKA,mężczyźni,63,32
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,63,125
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,63,135
OSOWA,kobiety,63,86
OSOWA,mężczyźni,63,91
PIECKIIGOWO,kobiety,63,241
PIECKIIGOWO,mężczyźni,63,128
PRZERÓBKA,kobiety,63,43
PRZERÓBKA,mężczyźni,63,38
PRZYMORZE MAŁE,kobiety,63,102
PRZYMORZE MAŁE,mężczyźni,63,103
PRZYMORZE WIELKIE,kobiety,63,156
PRZYMORZE WIELKIE,mężczyźni,63,119
RUDNIKI,kobiety,63,14
RUDNIKI,mężczyźni,63,12
SIEDLCE,kobiety,63,160
SIEDLCE,mężczyźni,63,126
STOGI,kobiety,63,107
STOGI,mężczyźni,63,78
STRZYŻA,kobiety,63,73
STRZYŻA,mężczyźni,63,46
SUCHANINO,kobiety,63,69
SUCHANINO,mężczyźni,63,67
ŚRÓDMIEŚCIE,kobiety,63,272
ŚRÓDMIEŚCIE,mężczyźni,63,230
UJEŚCISKO-ŁOSTOWICE,kobiety,63,145
UJEŚCISKO-ŁOSTOWICE,mężczyźni,63,81
VII DWÓR,kobiety,63,35
VII DWÓR,mężczyźni,63,25
WRZESZCZ DOLNY,kobiety,63,251
WRZESZCZ DOLNY,mężczyźni,63,222
WRZESZCZ GÓRNY,kobiety,63,196
WRZESZCZ GÓRNY,mężczyźni,63,192
WYSPA SOBIESZEWSKA,kobiety,63,50
WYSPA SOBIESZEWSKA,mężczyźni,63,32
WZGÓRZE MICKIEWICZA,kobiety,63,30
WZGÓRZE MICKIEWICZA,mężczyźni,63,29
ZASPA MŁYNIEC,kobiety,63,113
ZASPA MŁYNIEC,mężczyźni,63,49
ZASPA ROZSTAJE,kobiety,63,147
ZASPA ROZSTAJE,mężczyźni,63,84
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,63,124
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,63,101
GDAŃSK,kobiety,63,3873
GDAŃSK,mężczyźni,63,2969
ANIOŁKI,kobiety,64,49
ANIOŁKI,mężczyźni,64,34
BRĘTOWO,kobiety,64,79
BRĘTOWO,mężczyźni,64,91
BRZEŹNO,kobiety,64,134
BRZEŹNO,mężczyźni,64,85
CHEŁM,kobiety,64,552
CHEŁM,mężczyźni,64,403
JASIEŃ,kobiety,64,72
JASIEŃ,mężczyźni,64,61
KOKOSZKI,kobiety,64,62
KOKOSZKI,mężczyźni,64,52
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,64,19
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,64,22
LETNICA,kobiety,64,7
LETNICA,mężczyźni,64,8
MATARNIA,kobiety,64,49
MATARNIA,mężczyźni,64,36
MŁYNISKA,kobiety,64,14
MŁYNISKA,mężczyźni,64,24
NOWY PORT,kobiety,64,119
NOWY PORT,mężczyźni,64,90
OLIWA,kobiety,64,137
OLIWA,mężczyźni,64,125
OLSZYNKA,kobiety,64,32
OLSZYNKA,mężczyźni,64,30
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,64,115
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,64,86
OSOWA,kobiety,64,112
OSOWA,mężczyźni,64,94
PIECKIIGOWO,kobiety,64,246
PIECKIIGOWO,mężczyźni,64,137
PRZERÓBKA,kobiety,64,43
PRZERÓBKA,mężczyźni,64,41
PRZYMORZE MAŁE,kobiety,64,122
PRZYMORZE MAŁE,mężczyźni,64,82
PRZYMORZE WIELKIE,kobiety,64,158
PRZYMORZE WIELKIE,mężczyźni,64,109
RUDNIKI,kobiety,64,18
RUDNIKI,mężczyźni,64,10
SIEDLCE,kobiety,64,136
SIEDLCE,mężczyźni,64,113
STOGI,kobiety,64,83
STOGI,mężczyźni,64,65
STRZYŻA,kobiety,64,66
STRZYŻA,mężczyźni,64,26
SUCHANINO,kobiety,64,108
SUCHANINO,mężczyźni,64,50
ŚRÓDMIEŚCIE,kobiety,64,243
ŚRÓDMIEŚCIE,mężczyźni,64,246
UJEŚCISKO-ŁOSTOWICE,kobiety,64,99
UJEŚCISKO-ŁOSTOWICE,mężczyźni,64,94
VII DWÓR,kobiety,64,27
VII DWÓR,mężczyźni,64,16
WRZESZCZ DOLNY,kobiety,64,265
WRZESZCZ DOLNY,mężczyźni,64,217
WRZESZCZ GÓRNY,kobiety,64,255
WRZESZCZ GÓRNY,mężczyźni,64,176
WYSPA SOBIESZEWSKA,kobiety,64,29
WYSPA SOBIESZEWSKA,mężczyźni,64,35
WZGÓRZE MICKIEWICZA,kobiety,64,29
WZGÓRZE MICKIEWICZA,mężczyźni,64,10
ZASPA MŁYNIEC,kobiety,64,105
ZASPA MŁYNIEC,mężczyźni,64,73
ZASPA ROZSTAJE,kobiety,64,153
ZASPA ROZSTAJE,mężczyźni,64,68
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,64,95
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,64,77
GDAŃSK,kobiety,64,3832
GDAŃSK,mężczyźni,64,2886
ANIOŁKI,kobiety,65,37
ANIOŁKI,mężczyźni,65,26
BRĘTOWO,kobiety,65,106
BRĘTOWO,mężczyźni,65,71
BRZEŹNO,kobiety,65,111
BRZEŹNO,mężczyźni,65,80
CHEŁM,kobiety,65,497
CHEŁM,mężczyźni,65,391
JASIEŃ,kobiety,65,61
JASIEŃ,mężczyźni,65,47
KOKOSZKI,kobiety,65,47
KOKOSZKI,mężczyźni,65,42
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,65,17
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,65,20
LETNICA,kobiety,65,13
LETNICA,mężczyźni,65,4
MATARNIA,kobiety,65,44
MATARNIA,mężczyźni,65,38
MŁYNISKA,kobiety,65,25
MŁYNISKA,mężczyźni,65,20
NOWY PORT,kobiety,65,127
NOWY PORT,mężczyźni,65,89
OLIWA,kobiety,65,140
OLIWA,mężczyźni,65,97
OLSZYNKA,kobiety,65,17
OLSZYNKA,mężczyźni,65,26
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,65,128
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,65,83
OSOWA,kobiety,65,95
OSOWA,mężczyźni,65,69
PIECKIIGOWO,kobiety,65,276
PIECKIIGOWO,mężczyźni,65,170
PRZERÓBKA,kobiety,65,32
PRZERÓBKA,mężczyźni,65,37
PRZYMORZE MAŁE,kobiety,65,92
PRZYMORZE MAŁE,mężczyźni,65,85
PRZYMORZE WIELKIE,kobiety,65,155
PRZYMORZE WIELKIE,mężczyźni,65,109
RUDNIKI,kobiety,65,9
RUDNIKI,mężczyźni,65,12
SIEDLCE,kobiety,65,148
SIEDLCE,mężczyźni,65,118
STOGI,kobiety,65,92
STOGI,mężczyźni,65,52
STRZYŻA,kobiety,65,46
STRZYŻA,mężczyźni,65,60
SUCHANINO,kobiety,65,86
SUCHANINO,mężczyźni,65,65
ŚRÓDMIEŚCIE,kobiety,65,207
ŚRÓDMIEŚCIE,mężczyźni,65,180
UJEŚCISKO-ŁOSTOWICE,kobiety,65,115
UJEŚCISKO-ŁOSTOWICE,mężczyźni,65,108
VII DWÓR,kobiety,65,29
VII DWÓR,mężczyźni,65,24
WRZESZCZ DOLNY,kobiety,65,244
WRZESZCZ DOLNY,mężczyźni,65,198
WRZESZCZ GÓRNY,kobiety,65,197
WRZESZCZ GÓRNY,mężczyźni,65,158
WYSPA SOBIESZEWSKA,kobiety,65,27
WYSPA SOBIESZEWSKA,mężczyźni,65,32
WZGÓRZE MICKIEWICZA,kobiety,65,21
WZGÓRZE MICKIEWICZA,mężczyźni,65,24
ZASPA MŁYNIEC,kobiety,65,147
ZASPA MŁYNIEC,mężczyźni,65,65
ZASPA ROZSTAJE,kobiety,65,147
ZASPA ROZSTAJE,mężczyźni,65,97
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,65,112
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,65,79
GDAŃSK,kobiety,65,3647
GDAŃSK,mężczyźni,65,2776
ANIOŁKI,kobiety,66,42
ANIOŁKI,mężczyźni,66,43
BRĘTOWO,kobiety,66,103
BRĘTOWO,mężczyźni,66,59
BRZEŹNO,kobiety,66,140
BRZEŹNO,mężczyźni,66,93
CHEŁM,kobiety,66,479
CHEŁM,mężczyźni,66,390
JASIEŃ,kobiety,66,59
JASIEŃ,mężczyźni,66,59
KOKOSZKI,kobiety,66,58
KOKOSZKI,mężczyźni,66,57
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,66,12
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,66,11
LETNICA,kobiety,66,9
LETNICA,mężczyźni,66,11
MATARNIA,kobiety,66,34
MATARNIA,mężczyźni,66,30
MŁYNISKA,kobiety,66,35
MŁYNISKA,mężczyźni,66,21
NOWY PORT,kobiety,66,112
NOWY PORT,mężczyźni,66,102
OLIWA,kobiety,66,156
OLIWA,mężczyźni,66,100
OLSZYNKA,kobiety,66,23
OLSZYNKA,mężczyźni,66,32
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,66,101
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,66,114
OSOWA,kobiety,66,99
OSOWA,mężczyźni,66,71
PIECKIIGOWO,kobiety,66,306
PIECKIIGOWO,mężczyźni,66,188
PRZERÓBKA,kobiety,66,41
PRZERÓBKA,mężczyźni,66,26
PRZYMORZE MAŁE,kobiety,66,100
PRZYMORZE MAŁE,mężczyźni,66,82
PRZYMORZE WIELKIE,kobiety,66,185
PRZYMORZE WIELKIE,mężczyźni,66,113
RUDNIKI,kobiety,66,9
RUDNIKI,mężczyźni,66,7
SIEDLCE,kobiety,66,126
SIEDLCE,mężczyźni,66,97
STOGI,kobiety,66,73
STOGI,mężczyźni,66,79
STRZYŻA,kobiety,66,39
STRZYŻA,mężczyźni,66,44
SUCHANINO,kobiety,66,113
SUCHANINO,mężczyźni,66,64
ŚRÓDMIEŚCIE,kobiety,66,232
ŚRÓDMIEŚCIE,mężczyźni,66,172
UJEŚCISKO-ŁOSTOWICE,kobiety,66,116
UJEŚCISKO-ŁOSTOWICE,mężczyźni,66,102
VII DWÓR,kobiety,66,35
VII DWÓR,mężczyźni,66,17
WRZESZCZ DOLNY,kobiety,66,213
WRZESZCZ DOLNY,mężczyźni,66,187
WRZESZCZ GÓRNY,kobiety,66,196
WRZESZCZ GÓRNY,mężczyźni,66,157
WYSPA SOBIESZEWSKA,kobiety,66,29
WYSPA SOBIESZEWSKA,mężczyźni,66,22
WZGÓRZE MICKIEWICZA,kobiety,66,23
WZGÓRZE MICKIEWICZA,mężczyźni,66,26
ZASPA MŁYNIEC,kobiety,66,124
ZASPA MŁYNIEC,mężczyźni,66,84
ZASPA ROZSTAJE,kobiety,66,179
ZASPA ROZSTAJE,mężczyźni,66,125
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,66,129
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,66,68
GDAŃSK,kobiety,66,3730
GDAŃSK,mężczyźni,66,2853
ANIOŁKI,kobiety,67,41
ANIOŁKI,mężczyźni,67,33
BRĘTOWO,kobiety,67,95
BRĘTOWO,mężczyźni,67,71
BRZEŹNO,kobiety,67,134
BRZEŹNO,mężczyźni,67,119
CHEŁM,kobiety,67,476
CHEŁM,mężczyźni,67,401
JASIEŃ,kobiety,67,65
JASIEŃ,mężczyźni,67,46
KOKOSZKI,kobiety,67,53
KOKOSZKI,mężczyźni,67,61
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,67,10
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,67,16
LETNICA,kobiety,67,6
LETNICA,mężczyźni,67,12
MATARNIA,kobiety,67,44
MATARNIA,mężczyźni,67,32
MŁYNISKA,kobiety,67,33
MŁYNISKA,mężczyźni,67,19
NOWY PORT,kobiety,67,107
NOWY PORT,mężczyźni,67,106
OLIWA,kobiety,67,143
OLIWA,mężczyźni,67,101
OLSZYNKA,kobiety,67,19
OLSZYNKA,mężczyźni,67,20
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,67,102
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,67,93
OSOWA,kobiety,67,103
OSOWA,mężczyźni,67,98
PIECKIIGOWO,kobiety,67,294
PIECKIIGOWO,mężczyźni,67,213
PRZERÓBKA,kobiety,67,32
PRZERÓBKA,mężczyźni,67,34
PRZYMORZE MAŁE,kobiety,67,103
PRZYMORZE MAŁE,mężczyźni,67,59
PRZYMORZE WIELKIE,kobiety,67,175
PRZYMORZE WIELKIE,mężczyźni,67,108
RUDNIKI,kobiety,67,10
RUDNIKI,mężczyźni,67,12
SIEDLCE,kobiety,67,116
SIEDLCE,mężczyźni,67,116
STOGI,kobiety,67,53
STOGI,mężczyźni,67,61
STRZYŻA,kobiety,67,49
STRZYŻA,mężczyźni,67,35
SUCHANINO,kobiety,67,124
SUCHANINO,mężczyźni,67,82
ŚRÓDMIEŚCIE,kobiety,67,201
ŚRÓDMIEŚCIE,mężczyźni,67,166
UJEŚCISKO-ŁOSTOWICE,kobiety,67,116
UJEŚCISKO-ŁOSTOWICE,mężczyźni,67,77
VII DWÓR,kobiety,67,27
VII DWÓR,mężczyźni,67,23
WRZESZCZ DOLNY,kobiety,67,195
WRZESZCZ DOLNY,mężczyźni,67,179
WRZESZCZ GÓRNY,kobiety,67,216
WRZESZCZ GÓRNY,mężczyźni,67,162
WYSPA SOBIESZEWSKA,kobiety,67,29
WYSPA SOBIESZEWSKA,mężczyźni,67,27
WZGÓRZE MICKIEWICZA,kobiety,67,29
WZGÓRZE MICKIEWICZA,mężczyźni,67,11
ZASPA MŁYNIEC,kobiety,67,184
ZASPA MŁYNIEC,mężczyźni,67,103
ZASPA ROZSTAJE,kobiety,67,201
ZASPA ROZSTAJE,mężczyźni,67,125
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,67,148
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,67,75
GDAŃSK,kobiety,67,3733
GDAŃSK,mężczyźni,67,2896
ANIOŁKI,kobiety,68,33
ANIOŁKI,mężczyźni,68,30
BRĘTOWO,kobiety,68,90
BRĘTOWO,mężczyźni,68,79
BRZEŹNO,kobiety,68,103
BRZEŹNO,mężczyźni,68,90
CHEŁM,kobiety,68,409
CHEŁM,mężczyźni,68,358
JASIEŃ,kobiety,68,41
JASIEŃ,mężczyźni,68,53
KOKOSZKI,kobiety,68,42
KOKOSZKI,mężczyźni,68,43
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,68,13
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,68,13
LETNICA,kobiety,68,8
LETNICA,mężczyźni,68,5
MATARNIA,kobiety,68,37
MATARNIA,mężczyźni,68,32
MŁYNISKA,kobiety,68,28
MŁYNISKA,mężczyźni,68,17
NOWY PORT,kobiety,68,98
NOWY PORT,mężczyźni,68,89
OLIWA,kobiety,68,155
OLIWA,mężczyźni,68,112
OLSZYNKA,kobiety,68,12
OLSZYNKA,mężczyźni,68,28
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,68,122
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,68,90
OSOWA,kobiety,68,87
OSOWA,mężczyźni,68,79
PIECKIIGOWO,kobiety,68,335
PIECKIIGOWO,mężczyźni,68,214
PRZERÓBKA,kobiety,68,25
PRZERÓBKA,mężczyźni,68,28
PRZYMORZE MAŁE,kobiety,68,98
PRZYMORZE MAŁE,mężczyźni,68,68
PRZYMORZE WIELKIE,kobiety,68,192
PRZYMORZE WIELKIE,mężczyźni,68,102
RUDNIKI,kobiety,68,13
RUDNIKI,mężczyźni,68,7
SIEDLCE,kobiety,68,121
SIEDLCE,mężczyźni,68,100
STOGI,kobiety,68,73
STOGI,mężczyźni,68,57
STRZYŻA,kobiety,68,44
STRZYŻA,mężczyźni,68,41
