Lokalizacja,Płeć,Wiek,Populacja
RUDNIKI,kobiety,50,5
RUDNIKI,mężczyźni,50,4
SIEDLCE,kobiety,50,65
SIEDLCE,mężczyźni,50,81
STOGI,kobiety,50,76
STOGI,mężczyźni,50,64
STRZYŻA,kobiety,50,19
STRZYŻA,mężczyźni,50,25
SUCHANINO,kobiety,50,58
SUCHANINO,mężczyźni,50,42
ŚRÓDMIEŚCIE,kobiety,50,138
ŚRÓDMIEŚCIE,mężczyźni,50,165
UJEŚCISKO-ŁOSTOWICE,kobiety,50,114
UJEŚCISKO-ŁOSTOWICE,mężczyźni,50,117
VII DWÓR,kobiety,50,13
VII DWÓR,mężczyźni,50,16
WRZESZCZ DOLNY,kobiety,50,122
WRZESZCZ DOLNY,mężczyźni,50,111
WRZESZCZ GÓRNY,kobiety,50,112
WRZESZCZ GÓRNY,mężczyźni,50,105
WYSPA SOBIESZEWSKA,kobiety,50,24
WYSPA SOBIESZEWSKA,mężczyźni,50,10
WZGÓRZE MICKIEWICZA,kobiety,50,11
WZGÓRZE MICKIEWICZA,mężczyźni,50,17
ZASPA MŁYNIEC,kobiety,50,77
ZASPA MŁYNIEC,mężczyźni,50,69
ZASPA ROZSTAJE,kobiety,50,57
ZASPA ROZSTAJE,mężczyźni,50,63
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,50,110
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,50,123
GDAŃSK,kobiety,50,2430
GDAŃSK,mężczyźni,50,2328
ANIOŁKI,kobiety,51,29
ANIOŁKI,mężczyźni,51,25
BRĘTOWO,kobiety,51,42
BRĘTOWO,mężczyźni,51,44
BRZEŹNO,kobiety,51,70
BRZEŹNO,mężczyźni,51,57
CHEŁM,kobiety,51,216
CHEŁM,mężczyźni,51,208
JASIEŃ,kobiety,51,93
JASIEŃ,mężczyźni,51,68
KOKOSZKI,kobiety,51,54
KOKOSZKI,mężczyźni,51,44
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,51,8
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,51,9
LETNICA,kobiety,51,9
LETNICA,mężczyźni,51,7
MATARNIA,kobiety,51,40
MATARNIA,mężczyźni,51,32
MŁYNISKA,kobiety,51,25
MŁYNISKA,mężczyźni,51,19
NOWY PORT,kobiety,51,55
NOWY PORT,mężczyźni,51,38
OLIWA,kobiety,51,75
OLIWA,mężczyźni,51,89
OLSZYNKA,kobiety,51,19
OLSZYNKA,mężczyźni,51,15
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,51,91
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,51,87
OSOWA,kobiety,51,81
OSOWA,mężczyźni,51,79
PIECKIIGOWO,kobiety,51,96
PIECKIIGOWO,mężczyźni,51,99
PRZERÓBKA,kobiety,51,26
PRZERÓBKA,mężczyźni,51,20
PRZYMORZE MAŁE,kobiety,51,90
PRZYMORZE MAŁE,mężczyźni,51,83
PRZYMORZE WIELKIE,kobiety,51,203
PRZYMORZE WIELKIE,mężczyźni,51,209
RUDNIKI,kobiety,51,3
RUDNIKI,mężczyźni,51,8
SIEDLCE,kobiety,51,75
SIEDLCE,mężczyźni,51,72
STOGI,kobiety,51,85
STOGI,mężczyźni,51,74
STRZYŻA,kobiety,51,28
STRZYŻA,mężczyźni,51,18
SUCHANINO,kobiety,51,44
SUCHANINO,mężczyźni,51,50
ŚRÓDMIEŚCIE,kobiety,51,130
ŚRÓDMIEŚCIE,mężczyźni,51,156
UJEŚCISKO-ŁOSTOWICE,kobiety,51,109
UJEŚCISKO-ŁOSTOWICE,mężczyźni,51,103
VII DWÓR,kobiety,51,18
VII DWÓR,mężczyźni,51,16
WRZESZCZ DOLNY,kobiety,51,133
WRZESZCZ DOLNY,mężczyźni,51,100
WRZESZCZ GÓRNY,kobiety,51,121
WRZESZCZ GÓRNY,mężczyźni,51,104
WYSPA SOBIESZEWSKA,kobiety,51,20
WYSPA SOBIESZEWSKA,mężczyźni,51,11
WZGÓRZE MICKIEWICZA,kobiety,51,14
WZGÓRZE MICKIEWICZA,mężczyźni,51,10
ZASPA MŁYNIEC,kobiety,51,62
ZASPA MŁYNIEC,mężczyźni,51,50
ZASPA ROZSTAJE,kobiety,51,64
ZASPA ROZSTAJE,mężczyźni,51,55
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,51,108
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,51,134
GDAŃSK,kobiety,51,2336
GDAŃSK,mężczyźni,51,2193
ANIOŁKI,kobiety,52,37
ANIOŁKI,mężczyźni,52,24
BRĘTOWO,kobiety,52,31
BRĘTOWO,mężczyźni,52,27
BRZEŹNO,kobiety,52,75
BRZEŹNO,mężczyźni,52,74
CHEŁM,kobiety,52,215
CHEŁM,mężczyźni,52,199
JASIEŃ,kobiety,52,77
JASIEŃ,mężczyźni,52,66
KOKOSZKI,kobiety,52,47
KOKOSZKI,mężczyźni,52,60
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,52,6
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,52,9
LETNICA,kobiety,52,7
LETNICA,mężczyźni,52,10
MATARNIA,kobiety,52,53
MATARNIA,mężczyźni,52,26
MŁYNISKA,kobiety,52,18
MŁYNISKA,mężczyźni,52,21
NOWY PORT,kobiety,52,51
NOWY PORT,mężczyźni,52,46
OLIWA,kobiety,52,91
OLIWA,mężczyźni,52,106
OLSZYNKA,kobiety,52,24
OLSZYNKA,mężczyźni,52,10
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,52,67
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,52,99
OSOWA,kobiety,52,86
OSOWA,mężczyźni,52,78
PIECKIIGOWO,kobiety,52,84
PIECKIIGOWO,mężczyźni,52,83
PRZERÓBKA,kobiety,52,24
PRZERÓBKA,mężczyźni,52,21
PRZYMORZE MAŁE,kobiety,52,94
PRZYMORZE MAŁE,mężczyźni,52,90
PRZYMORZE WIELKIE,kobiety,52,175
PRZYMORZE WIELKIE,mężczyźni,52,219
RUDNIKI,kobiety,52,6
RUDNIKI,mężczyźni,52,4
SIEDLCE,kobiety,52,72
SIEDLCE,mężczyźni,52,74
STOGI,kobiety,52,77
STOGI,mężczyźni,52,65
STRZYŻA,kobiety,52,22
STRZYŻA,mężczyźni,52,27
SUCHANINO,kobiety,52,52
SUCHANINO,mężczyźni,52,61
ŚRÓDMIEŚCIE,kobiety,52,146
ŚRÓDMIEŚCIE,mężczyźni,52,134
UJEŚCISKO-ŁOSTOWICE,kobiety,52,116
UJEŚCISKO-ŁOSTOWICE,mężczyźni,52,117
VII DWÓR,kobiety,52,20
VII DWÓR,mężczyźni,52,16
WRZESZCZ DOLNY,kobiety,52,127
WRZESZCZ DOLNY,mężczyźni,52,123
WRZESZCZ GÓRNY,kobiety,52,130
WRZESZCZ GÓRNY,mężczyźni,52,128
WYSPA SOBIESZEWSKA,kobiety,52,18
WYSPA SOBIESZEWSKA,mężczyźni,52,17
WZGÓRZE MICKIEWICZA,kobiety,52,14
WZGÓRZE MICKIEWICZA,mężczyźni,52,17
ZASPA MŁYNIEC,kobiety,52,57
ZASPA MŁYNIEC,mężczyźni,52,57
ZASPA ROZSTAJE,kobiety,52,64
ZASPA ROZSTAJE,mężczyźni,52,47
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,52,99
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,52,80
GDAŃSK,kobiety,52,2282
GDAŃSK,mężczyźni,52,2235
ANIOŁKI,kobiety,53,30
ANIOŁKI,mężczyźni,53,29
BRĘTOWO,kobiety,53,39
BRĘTOWO,mężczyźni,53,42
BRZEŹNO,kobiety,53,97
BRZEŹNO,mężczyźni,53,69
CHEŁM,kobiety,53,217
CHEŁM,mężczyźni,53,178
JASIEŃ,kobiety,53,99
JASIEŃ,mężczyźni,53,73
KOKOSZKI,kobiety,53,65
KOKOSZKI,mężczyźni,53,56
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,53,9
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,53,9
LETNICA,kobiety,53,9
LETNICA,mężczyźni,53,7
MATARNIA,kobiety,53,54
MATARNIA,mężczyźni,53,34
MŁYNISKA,kobiety,53,13
MŁYNISKA,mężczyźni,53,20
NOWY PORT,kobiety,53,47
NOWY PORT,mężczyźni,53,52
OLIWA,kobiety,53,107
OLIWA,mężczyźni,53,70
OLSZYNKA,kobiety,53,12
OLSZYNKA,mężczyźni,53,17
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,53,83
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,53,94
OSOWA,kobiety,53,79
OSOWA,mężczyźni,53,68
PIECKIIGOWO,kobiety,53,81
PIECKIIGOWO,mężczyźni,53,73
PRZERÓBKA,kobiety,53,18
PRZERÓBKA,mężczyźni,53,23
PRZYMORZE MAŁE,kobiety,53,112
PRZYMORZE MAŁE,mężczyźni,53,89
PRZYMORZE WIELKIE,kobiety,53,168
PRZYMORZE WIELKIE,mężczyźni,53,199
RUDNIKI,kobiety,53,11
RUDNIKI,mężczyźni,53,6
SIEDLCE,kobiety,53,66
SIEDLCE,mężczyźni,53,68
STOGI,kobiety,53,73
STOGI,mężczyźni,53,62
STRZYŻA,kobiety,53,33
STRZYŻA,mężczyźni,53,23
SUCHANINO,kobiety,53,45
SUCHANINO,mężczyźni,53,39
ŚRÓDMIEŚCIE,kobiety,53,154
ŚRÓDMIEŚCIE,mężczyźni,53,141
UJEŚCISKO-ŁOSTOWICE,kobiety,53,91
UJEŚCISKO-ŁOSTOWICE,mężczyźni,53,89
VII DWÓR,kobiety,53,35
VII DWÓR,mężczyźni,53,15
WRZESZCZ DOLNY,kobiety,53,124
WRZESZCZ DOLNY,mężczyźni,53,113
WRZESZCZ GÓRNY,kobiety,53,125
WRZESZCZ GÓRNY,mężczyźni,53,95
WYSPA SOBIESZEWSKA,kobiety,53,23
WYSPA SOBIESZEWSKA,mężczyźni,53,16
WZGÓRZE MICKIEWICZA,kobiety,53,26
WZGÓRZE MICKIEWICZA,mężczyźni,53,16
ZASPA MŁYNIEC,kobiety,53,53
ZASPA MŁYNIEC,mężczyźni,53,49
ZASPA ROZSTAJE,kobiety,53,65
ZASPA ROZSTAJE,mężczyźni,53,55
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,53,92
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,53,112
GDAŃSK,kobiety,53,2355
GDAŃSK,mężczyźni,53,2101
ANIOŁKI,kobiety,54,34
ANIOŁKI,mężczyźni,54,34
BRĘTOWO,kobiety,54,25
BRĘTOWO,mężczyźni,54,32
BRZEŹNO,kobiety,54,77
BRZEŹNO,mężczyźni,54,76
CHEŁM,kobiety,54,254
CHEŁM,mężczyźni,54,202
JASIEŃ,kobiety,54,82
JASIEŃ,mężczyźni,54,61
KOKOSZKI,kobiety,54,59
KOKOSZKI,mężczyźni,54,48
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,54,16
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,54,13
LETNICA,kobiety,54,7
LETNICA,mężczyźni,54,6
MATARNIA,kobiety,54,74
MATARNIA,mężczyźni,54,38
MŁYNISKA,kobiety,54,16
MŁYNISKA,mężczyźni,54,28
NOWY PORT,kobiety,54,38
NOWY PORT,mężczyźni,54,51
OLIWA,kobiety,54,100
OLIWA,mężczyźni,54,81
OLSZYNKA,kobiety,54,14
OLSZYNKA,mężczyźni,54,21
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,54,88
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,54,89
OSOWA,kobiety,54,91
OSOWA,mężczyźni,54,65
PIECKIIGOWO,kobiety,54,91
PIECKIIGOWO,mężczyźni,54,58
PRZERÓBKA,kobiety,54,17
PRZERÓBKA,mężczyźni,54,23
PRZYMORZE MAŁE,kobiety,54,98
PRZYMORZE MAŁE,mężczyźni,54,92
PRZYMORZE WIELKIE,kobiety,54,162
PRZYMORZE WIELKIE,mężczyźni,54,173
RUDNIKI,kobiety,54,6
RUDNIKI,mężczyźni,54,3
SIEDLCE,kobiety,54,69
SIEDLCE,mężczyźni,54,57
STOGI,kobiety,54,87
STOGI,mężczyźni,54,80
STRZYŻA,kobiety,54,22
STRZYŻA,mężczyźni,54,25
SUCHANINO,kobiety,54,61
SUCHANINO,mężczyźni,54,40
ŚRÓDMIEŚCIE,kobiety,54,174
ŚRÓDMIEŚCIE,mężczyźni,54,171
UJEŚCISKO-ŁOSTOWICE,kobiety,54,109
UJEŚCISKO-ŁOSTOWICE,mężczyźni,54,77
VII DWÓR,kobiety,54,33
VII DWÓR,mężczyźni,54,28
WRZESZCZ DOLNY,kobiety,54,138
WRZESZCZ DOLNY,mężczyźni,54,136
WRZESZCZ GÓRNY,kobiety,54,117
WRZESZCZ GÓRNY,mężczyźni,54,108
WYSPA SOBIESZEWSKA,kobiety,54,29
WYSPA SOBIESZEWSKA,mężczyźni,54,29
WZGÓRZE MICKIEWICZA,kobiety,54,12
WZGÓRZE MICKIEWICZA,mężczyźni,54,10
ZASPA MŁYNIEC,kobiety,54,37
ZASPA MŁYNIEC,mężczyźni,54,53
ZASPA ROZSTAJE,kobiety,54,55
ZASPA ROZSTAJE,mężczyźni,54,55
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,54,107
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,54,97
GDAŃSK,kobiety,54,2399
GDAŃSK,mężczyźni,54,2160
ANIOŁKI,kobiety,55,34
ANIOŁKI,mężczyźni,55,35
BRĘTOWO,kobiety,55,45
BRĘTOWO,mężczyźni,55,29
BRZEŹNO,kobiety,55,102
BRZEŹNO,mężczyźni,55,95
CHEŁM,kobiety,55,251
CHEŁM,mężczyźni,55,172
JASIEŃ,kobiety,55,76
JASIEŃ,mężczyźni,55,73
KOKOSZKI,kobiety,55,49
KOKOSZKI,mężczyźni,55,48
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,55,13
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,55,11
LETNICA,kobiety,55,8
LETNICA,mężczyźni,55,8
MATARNIA,kobiety,55,60
MATARNIA,mężczyźni,55,54
MŁYNISKA,kobiety,55,24
MŁYNISKA,mężczyźni,55,24
NOWY PORT,kobiety,55,50
NOWY PORT,mężczyźni,55,43
OLIWA,kobiety,55,103
OLIWA,mężczyźni,55,101
OLSZYNKA,kobiety,55,21
OLSZYNKA,mężczyźni,55,15
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,55,87
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,55,89
OSOWA,kobiety,55,86
OSOWA,mężczyźni,55,85
PIECKIIGOWO,kobiety,55,89
PIECKIIGOWO,mężczyźni,55,62
PRZERÓBKA,kobiety,55,33
PRZERÓBKA,mężczyźni,55,25
PRZYMORZE MAŁE,kobiety,55,84
PRZYMORZE MAŁE,mężczyźni,55,96
PRZYMORZE WIELKIE,kobiety,55,177
PRZYMORZE WIELKIE,mężczyźni,55,169
RUDNIKI,kobiety,55,9
RUDNIKI,mężczyźni,55,9
SIEDLCE,kobiety,55,78
SIEDLCE,mężczyźni,55,61
STOGI,kobiety,55,83
STOGI,mężczyźni,55,86
STRZYŻA,kobiety,55,31
STRZYŻA,mężczyźni,55,24
SUCHANINO,kobiety,55,63
SUCHANINO,mężczyźni,55,52
ŚRÓDMIEŚCIE,kobiety,55,168
ŚRÓDMIEŚCIE,mężczyźni,55,141
UJEŚCISKO-ŁOSTOWICE,kobiety,55,115
UJEŚCISKO-ŁOSTOWICE,mężczyźni,55,90
VII DWÓR,kobiety,55,15
VII DWÓR,mężczyźni,55,25
WRZESZCZ DOLNY,kobiety,55,164
WRZESZCZ DOLNY,mężczyźni,55,118
WRZESZCZ GÓRNY,kobiety,55,143
WRZESZCZ GÓRNY,mężczyźni,55,120
WYSPA SOBIESZEWSKA,kobiety,55,24
WYSPA SOBIESZEWSKA,mężczyźni,55,21
WZGÓRZE MICKIEWICZA,kobiety,55,14
WZGÓRZE MICKIEWICZA,mężczyźni,55,16
ZASPA MŁYNIEC,kobiety,55,50
ZASPA MŁYNIEC,mężczyźni,55,34
ZASPA ROZSTAJE,kobiety,55,51
ZASPA ROZSTAJE,mężczyźni,55,57
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,55,104
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,55,90
GDAŃSK,kobiety,55,2504
GDAŃSK,mężczyźni,55,2178
ANIOŁKI,kobiety,56,43
ANIOŁKI,mężczyźni,56,26
BRĘTOWO,kobiety,56,45
BRĘTOWO,mężczyźni,56,36
BRZEŹNO,kobiety,56,85
BRZEŹNO,mężczyźni,56,88
CHEŁM,kobiety,56,213
CHEŁM,mężczyźni,56,182
JASIEŃ,kobiety,56,54
JASIEŃ,mężczyźni,56,62
KOKOSZKI,kobiety,56,54
KOKOSZKI,mężczyźni,56,47
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,56,11
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,56,2
LETNICA,kobiety,56,5
LETNICA,mężczyźni,56,6
MATARNIA,kobiety,56,43
MATARNIA,mężczyźni,56,41
MŁYNISKA,kobiety,56,13
MŁYNISKA,mężczyźni,56,28
NOWY PORT,kobiety,56,49
NOWY PORT,mężczyźni,56,38
OLIWA,kobiety,56,86
OLIWA,mężczyźni,56,84
OLSZYNKA,kobiety,56,19
OLSZYNKA,mężczyźni,56,14
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,56,122
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,56,86
OSOWA,kobiety,56,92
OSOWA,mężczyźni,56,74
PIECKIIGOWO,kobiety,56,105
PIECKIIGOWO,mężczyźni,56,72
PRZERÓBKA,kobiety,56,23
PRZERÓBKA,mężczyźni,56,20
PRZYMORZE MAŁE,kobiety,56,110
PRZYMORZE MAŁE,mężczyźni,56,92
PRZYMORZE WIELKIE,kobiety,56,170
PRZYMORZE WIELKIE,mężczyźni,56,172
RUDNIKI,kobiety,56,12
RUDNIKI,mężczyźni,56,6
SIEDLCE,kobiety,56,75
SIEDLCE,mężczyźni,56,54
STOGI,kobiety,56,81
STOGI,mężczyźni,56,89
STRZYŻA,kobiety,56,36
STRZYŻA,mężczyźni,56,30
SUCHANINO,kobiety,56,49
SUCHANINO,mężczyźni,56,50
ŚRÓDMIEŚCIE,kobiety,56,173
ŚRÓDMIEŚCIE,mężczyźni,56,152
UJEŚCISKO-ŁOSTOWICE,kobiety,56,107
UJEŚCISKO-ŁOSTOWICE,mężczyźni,56,86
VII DWÓR,kobiety,56,21
VII DWÓR,mężczyźni,56,19
WRZESZCZ DOLNY,kobiety,56,157
WRZESZCZ DOLNY,mężczyźni,56,128
WRZESZCZ GÓRNY,kobiety,56,133
WRZESZCZ GÓRNY,mężczyźni,56,129
WYSPA SOBIESZEWSKA,kobiety,56,22
WYSPA SOBIESZEWSKA,mężczyźni,56,21
WZGÓRZE MICKIEWICZA,kobiety,56,16
WZGÓRZE MICKIEWICZA,mężczyźni,56,9
ZASPA MŁYNIEC,kobiety,56,43
ZASPA MŁYNIEC,mężczyźni,56,48
ZASPA ROZSTAJE,kobiety,56,43
ZASPA ROZSTAJE,mężczyźni,56,40
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,56,93
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,56,73
GDAŃSK,kobiety,56,2403
GDAŃSK,mężczyźni,56,2104
ANIOŁKI,kobiety,57,32
ANIOŁKI,mężczyźni,57,40
BRĘTOWO,kobiety,57,40
BRĘTOWO,mężczyźni,57,30
BRZEŹNO,kobiety,57,85
BRZEŹNO,mężczyźni,57,80
CHEŁM,kobiety,57,265
CHEŁM,mężczyźni,57,211
JASIEŃ,kobiety,57,80
JASIEŃ,mężczyźni,57,59
KOKOSZKI,kobiety,57,63
KOKOSZKI,mężczyźni,57,43
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,57,7
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,57,10
LETNICA,kobiety,57,9
LETNICA,mężczyźni,57,5
MATARNIA,kobiety,57,49
MATARNIA,mężczyźni,57,39
MŁYNISKA,kobiety,57,20
MŁYNISKA,mężczyźni,57,14
NOWY PORT,kobiety,57,53
NOWY PORT,mężczyźni,57,58
OLIWA,kobiety,57,106
OLIWA,mężczyźni,57,76
OLSZYNKA,kobiety,57,30
OLSZYNKA,mężczyźni,57,15
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,57,111
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,57,83
OSOWA,kobiety,57,100
OSOWA,mężczyźni,57,72
PIECKIIGOWO,kobiety,57,83
PIECKIIGOWO,mężczyźni,57,83
PRZERÓBKA,kobiety,57,36
PRZERÓBKA,mężczyźni,57,34
PRZYMORZE MAŁE,kobiety,57,112
PRZYMORZE MAŁE,mężczyźni,57,100
PRZYMORZE WIELKIE,kobiety,57,161
PRZYMORZE WIELKIE,mężczyźni,57,157
RUDNIKI,kobiety,57,9
RUDNIKI,mężczyźni,57,14
SIEDLCE,kobiety,57,78
SIEDLCE,mężczyźni,57,77
STOGI,kobiety,57,104
STOGI,mężczyźni,57,92
STRZYŻA,kobiety,57,26
STRZYŻA,mężczyźni,57,32
SUCHANINO,kobiety,57,63
SUCHANINO,mężczyźni,57,66
ŚRÓDMIEŚCIE,kobiety,57,182
ŚRÓDMIEŚCIE,mężczyźni,57,172
UJEŚCISKO-ŁOSTOWICE,kobiety,57,130
UJEŚCISKO-ŁOSTOWICE,mężczyźni,57,104
VII DWÓR,kobiety,57,21
VII DWÓR,mężczyźni,57,23
WRZESZCZ DOLNY,kobiety,57,167
WRZESZCZ DOLNY,mężczyźni,57,165
WRZESZCZ GÓRNY,kobiety,57,156
WRZESZCZ GÓRNY,mężczyźni,57,111
WYSPA SOBIESZEWSKA,kobiety,57,18
WYSPA SOBIESZEWSKA,mężczyźni,57,21
WZGÓRZE MICKIEWICZA,kobiety,57,15
WZGÓRZE MICKIEWICZA,mężczyźni,57,22
ZASPA MŁYNIEC,kobiety,57,55
ZASPA MŁYNIEC,mężczyźni,57,49
ZASPA ROZSTAJE,kobiety,57,52
ZASPA ROZSTAJE,mężczyźni,57,50
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,57,74
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,57,86
GDAŃSK,kobiety,57,2592
GDAŃSK,mężczyźni,57,2293
ANIOŁKI,kobiety,58,34
ANIOŁKI,mężczyźni,58,37
BRĘTOWO,kobiety,58,53
BRĘTOWO,mężczyźni,58,31
BRZEŹNO,kobiety,58,102
BRZEŹNO,mężczyźni,58,91
CHEŁM,kobiety,58,314
CHEŁM,mężczyźni,58,244
JASIEŃ,kobiety,58,70
JASIEŃ,mężczyźni,58,60
KOKOSZKI,kobiety,58,56
KOKOSZKI,mężczyźni,58,50
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,58,12
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,58,18
LETNICA,kobiety,58,11
LETNICA,mężczyźni,58,9
MATARNIA,kobiety,58,58
MATARNIA,mężczyźni,58,39
MŁYNISKA,kobiety,58,18
MŁYNISKA,mężczyźni,58,14
NOWY PORT,kobiety,58,69
NOWY PORT,mężczyźni,58,45
OLIWA,kobiety,58,96
OLIWA,mężczyźni,58,107
OLSZYNKA,kobiety,58,26
OLSZYNKA,mężczyźni,58,16
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,58,111
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,58,97
OSOWA,kobiety,58,81
OSOWA,mężczyźni,58,85
PIECKIIGOWO,kobiety,58,141
PIECKIIGOWO,mężczyźni,58,73
PRZERÓBKA,kobiety,58,29
PRZERÓBKA,mężczyźni,58,19
PRZYMORZE MAŁE,kobiety,58,96
PRZYMORZE MAŁE,mężczyźni,58,93
PRZYMORZE WIELKIE,kobiety,58,143
PRZYMORZE WIELKIE,mężczyźni,58,139
RUDNIKI,kobiety,58,14
RUDNIKI,mężczyźni,58,7
SIEDLCE,kobiety,58,104
SIEDLCE,mężczyźni,58,87
STOGI,kobiety,58,94
STOGI,mężczyźni,58,81
STRZYŻA,kobiety,58,35
STRZYŻA,mężczyźni,58,36
SUCHANINO,kobiety,58,62
SUCHANINO,mężczyźni,58,45
ŚRÓDMIEŚCIE,kobiety,58,217
ŚRÓDMIEŚCIE,mężczyźni,58,195
UJEŚCISKO-ŁOSTOWICE,kobiety,58,106
UJEŚCISKO-ŁOSTOWICE,mężczyźni,58,84
VII DWÓR,kobiety,58,21
VII DWÓR,mężczyźni,58,20
WRZESZCZ DOLNY,kobiety,58,180
WRZESZCZ DOLNY,mężczyźni,58,146
WRZESZCZ GÓRNY,kobiety,58,182
WRZESZCZ GÓRNY,mężczyźni,58,144
WYSPA SOBIESZEWSKA,kobiety,58,34
WYSPA SOBIESZEWSKA,mężczyźni,58,18
WZGÓRZE MICKIEWICZA,kobiety,58,19
WZGÓRZE MICKIEWICZA,mężczyźni,58,14
ZASPA MŁYNIEC,kobiety,58,50
ZASPA MŁYNIEC,mężczyźni,58,35
ZASPA ROZSTAJE,kobiety,58,51
ZASPA ROZSTAJE,mężczyźni,58,53
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,58,88
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,58,92
GDAŃSK,kobiety,58,2777
GDAŃSK,mężczyźni,58,2324
ANIOŁKI,kobiety,59,44
ANIOŁKI,mężczyźni,59,43
BRĘTOWO,kobiety,59,41
BRĘTOWO,mężczyźni,59,38
BRZEŹNO,kobiety,59,111
BRZEŹNO,mężczyźni,59,92
CHEŁM,kobiety,59,320
CHEŁM,mężczyźni,59,237
JASIEŃ,kobiety,59,73
JASIEŃ,mężczyźni,59,45
KOKOSZKI,kobiety,59,69
KOKOSZKI,mężczyźni,59,53
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,59,20
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,59,18
LETNICA,kobiety,59,10
LETNICA,mężczyźni,59,16
MATARNIA,kobiety,59,69
MATARNIA,mężczyźni,59,56
MŁYNISKA,kobiety,59,19
MŁYNISKA,mężczyźni,59,18
NOWY PORT,kobiety,59,75
NOWY PORT,mężczyźni,59,60
OLIWA,kobiety,59,121
OLIWA,mężczyźni,59,106
OLSZYNKA,kobiety,59,27
OLSZYNKA,mężczyźni,59,30
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,59,116
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,59,113
OSOWA,kobiety,59,109
OSOWA,mężczyźni,59,79
PIECKIIGOWO,kobiety,59,120
PIECKIIGOWO,mężczyźni,59,90
PRZERÓBKA,kobiety,59,34
PRZERÓBKA,mężczyźni,59,42
PRZYMORZE MAŁE,kobiety,59,122
PRZYMORZE MAŁE,mężczyźni,59,92
PRZYMORZE WIELKIE,kobiety,59,148
PRZYMORZE WIELKIE,mężczyźni,59,149
RUDNIKI,kobiety,59,9
RUDNIKI,mężczyźni,59,7
SIEDLCE,kobiety,59,133
SIEDLCE,mężczyźni,59,98
